Ship,date,Latitude,Longitude,Temp (air),Temp (sea),mBar,Weather,Wind,Strength (Wind),Sea (Waves),Ice,Blue Whales,Finn Whales,Humpback Whale,Sperm Whales,Sei Whale,,,,,,,
Solglimt,3/4/1936,-68.283,7.467,-3.5,-1.3,975.92,e,ESE,3,3,K.A,3,16,0,0,,,,,,,,
Solglimt,3/5/1936,-68.267,6.483,-6,-0.2,965.25,e,S,2,2,K.A,5,20,0,0,,,,,,,,
Solglimt,3/6/1936,-68.317,5.817,-7,-0.4,963.92,e,SSW,2,2,K.A,8,8,0,0,,,,,,,,
Solglimt,3/7/1936,-68.250,5.750,-6,-0.9,966.59,d,SSE,2,2,G.K,7,8,0,0,,,,,,,,
Solglimt,3/8/1936,-68.183,5.800,-6,-0.5,969.25,b,S,1,2,K.A,6,6,0,0,,,,,,,,
Solglimt,11/29/1936,-56.233,35.900,-2,,991.92,e,W,4,4,K,0,0,0,6,,,,,,,,
Solglimt,11/30/1936,-57.367,37.400,-1.5,,989.25,li,WNW,4,3,K,0,0,0,12,,,,,,,,
Solglimt,12/1/1936,-57.817,37.550,-1,,971.92,li,NNW,5,4,B,0,0,0,0,,,,,,,,
Solglimt,12/2/1936,-58.033,39.333,-1,,959.92,h,W,7,4,B.K,0,0,0,0,,,,,,,,
Solglimt,12/3/1936,-57.517,37.583,0,,962.59,lg,WNW,8,5,B.K,0,0,0,0,,,,,,,,
Solglimt,12/4/1936,-57.933,35.200,-1.3,,974.59,lg,W,6,4,B.K,0,0,0,0,,,,,,,,
Solglimt,12/5/1936,-58.117,36.350,-2.3,,978.59,lg,W,6,3,B.K,0,0,0,0,,,,,,,,
Solglimt,12/6/1936,-58.650,33.917,-3,,994.59,e,W,3,2,B.G,0,0,0,0,,,,,,,,
Solglimt,12/7/1936,-58.167,33.917,-2,,989.25,lg,WNW,2,2,B.G.K,0,0,0,0,,,,,,,,
Solglimt,12/8/1936,-58.033,34.267,-2,,973.25,lg,SSE,4,1,B.G.K,6,0,0,0,,,,,,,,
Solglimt,12/9/1936,-58.300,33.950,-3.5,,983.92,e,SSW,5,3,B.G.K,13,0,0,0,,,,,,,,
Solglimt,12/10/1936,-58.217,33.700,-3,,978.59,li,NE,4,3,B.G,11,0,0,0,,,,,,,,
Solglimt,12/11/1936,-58.533,34.117,-1,,981.25,li,WNW,3,2,B.G.K,12,0,0,0,,,,,,,,
Solglimt,12/12/1936,-58.733,33.517,-1.2,,985.25,i,NE,2,2,B.G.K,11,0,0,0,,,,,,,,
Solglimt,12/13/1936,-58.917,33.683,-0.5,,973.25,he,NW,2,1,B.G.K,8,0,0,2,,,,,,,,
Solglimt,12/14/1936,-58.683,32.983,0,,965.25,d,WSW,3,1,B.G.K,7,0,0,0,,,,,,,,
Solglimt,12/15/1936,-57.983,33.283,-1.5,,962.59,d,WNW,4,3,B.G.K,9,0,0,2,,,,,,,,
Solglimt,12/16/1936,-57.950,34.100,-1.5,,974.59,lg,NW,4,3,B.G.K,18,0,0,0,,,,,,,,
Solglimt,12/17/1936,-58.050,33.950,-1.2,,978.59,lid,ESE,3,3,B.G.K,10,0,0,0,,,,,,,,
Solglimt,12/18/1936,-58.483,34.683,-0.8,,981.25,li,NNE,5,4,B.G.K,18,2,2,0,,,,,,,,
Solglimt,12/19/1936,-59.050,34.150,-0.5,,967.92,i,NNE,3,2,C.K,2,0,0,1,,,,,,,,
Solglimt,12/20/1936,-59.450,34.650,0,,970.59,h,SE,2,4,B.K,3,0,0,7,,,,,,,,
Solglimt,12/21/1936,-59.617,35.217,0,,974.59,e,S,3,3,K,1,1,0,2,,,,,,,,
Solglimt,12/22/1936,-60.367,36.400,1,,975.92,lg,S,1,2,K,7,1,1,8,,,,,,,,
Solglimt,12/23/1936,-60.283,35.467,2,,979.92,d,S,1,2,K,7,4,0,2,,,,,,,,
Solglimt,12/24/1936,-60.417,33.233,0,,974.59,h,ESE,3,2,C.K,0,5,0,0,,,,,,,,
Solglimt,12/25/1936,-59.333,29.800,-0.8,,971.92,lg,SSE,5,3,K,5,0,0,0,,,,,,,,
Solglimt,12/26/1936,-58.500,28.717,0.2,,977.25,lg,S,4,3,K,3,0,5,2,,,,,,,,
Solglimt,12/27/1936,-57.950,26.850,1,,985.25,lg,S,3,3,C.K,8,0,0,2,,,,,,,,
Solglimt,12/28/1936,-57.750,26.750,0,,991.92,lg,SW,3,3,C.K,18,1,0,0,,,,,,,,
Solglimt,12/29/1936,-57.583,26.483,0,,987.92,e,SSE,2,3,K,15,8,2,0,,,,,,,,
Solglimt,12/30/1936,-57.483,27.017,-0.2,,1002.58,b,WSW,2,3,C.G.K,6,6,3,0,,,,,,,,
Solglimt,12/31/1936,-57.467,27.267,-0.2,,1005.25,i,NNW,2,3,C.G.K,3,21,7,0,,,,,,,,
Solglimt,1/1/1937,-57.517,26.550,1,,1002.58,i,NNE,3,3,G.K,1,15,4,0,,,,,,,,
Solglimt,1/2/1937,-57.400,26.483,2,,991.92,i,E,2,3,K,0,14,1,0,,,,,,,,
Solglimt,1/3/1937,-57.300,26.450,2,,987.92,i,NNW,1,3,K,1,9,4,0,,,,,,,,
Solglimt,1/4/1937,-57.800,26.733,1.5,,977.25,lg,NW,4,3,K,3,10,1,0,,,,,,,,
Solglimt,1/5/1937,-57.467,26.600,2,,986.59,li,NE,2,4,G.K,2,20,1,0,,,,,,,,
Solglimt,1/6/1937,-57.333,26.333,-0.3,,965.25,li,SSE,5,4,K,0,7,1,0,,,,,,,,
Solglimt,1/7/1937,-57.567,24.500,1,,962.59,lg,SW,7,4,K,1,5,0,0,,,,,,,,
Solglimt,1/8/1937,-56.483,22.133,2,,963.92,lg,SW,6,5,I,0,1,1,0,,,,,,,,
Solglimt,1/9/1937,-58.050,23.500,1,,965.25,lg,S,5,4,G.K,0,0,0,0,,,,,,,,
Solglimt,1/10/1937,-58.433,24.183,1.5,,971.92,lg,SSE,3,4,K,2,3,3,0,,,,,,,,
Solglimt,1/11/1937,-59.267,24.450,1,,973.25,e,S,2,3,K,6,8,2,0,,,,,,,,
Solglimt,1/12/1937,-60.067,23.000,2,,982.59,c,SSE,2,3,K,2,11,2,0,,,,,,,,
Solglimt,1/13/1937,-60.100,22.783,1.5,,983.92,lg,S,4,3,K,7,3,1,0,,,,,,,,
Solglimt,1/14/1937,-59.933,22.067,1,,986.59,lg,SSE,4,3,K,3,3,0,0,,,,,,,,
Solglimt,1/15/1937,-59.317,16.317,1,,991.92,e,NNE,5,3,I,0,1,0,0,,,,,,,,
Solglimt,1/16/1937,-59.017,12.633,2,,974.59,ih,NNW,4,3,I,4,0,0,0,,,,,,,,
Solglimt,1/17/1937,-58.950,11.967,1.2,,970.59,h,NW,2,3,I,9,0,0,0,,,,,,,,
Solglimt,1/18/1937,-59.117,10.533,3,,966.59,lg,S,1,3,I,8,1,0,0,,,,,,,,
Solglimt,1/19/1937,-59.000,10.283,1,,973.25,d,SSW,4,3,G.K,8,1,0,0,,,,,,,,
Solglimt,1/20/1937,-59.483,8.767,1.5,,979.92,d,WSW,5,3,K,7,0,0,0,,,,,,,,
Solglimt,1/21/1937,-60.083,7.267,1,,966.59,i,NE,5,3,K,5,0,0,0,,,,,,,,
Solglimt,1/22/1937,-60.033,4.633,1.2,,949.26,h,WNW,7,5,K,0,2,0,0,,,,,,,,
Solglimt,1/23/1937,-59.950,4.633,0,,946.59,lg,NNW,4,4,K,1,10,0,0,,,,,,,,
Solglimt,1/24/1937,-59.717,3.383,2,,967.92,e,WSW,5,4,K,3,14,0,0,,,,,,,,
Solglimt,1/25/1937,-59.600,2.767,1.6,,978.59,e,SW,3,4,K,3,17,0,0,,,,,,,,
Solglimt,1/26/1937,-59.433,2.850,1,,991.92,e,SW,3,4,I,5,7,0,0,,,,,,,,
Solglimt,1/27/1937,-59.300,3.067,0.8,,998.58,e,WNW,2,4,I,11,2,2,0,,,,,,,,
Solglimt,1/28/1937,-59.233,3.717,1,,987.92,e,NNW,2,3,I,1,24,0,0,,,,,,,,
Solglimt,1/29/1937,-59.500,3.867,0.5,,974.59,lg,NE,5,4,K,5,5,2,0,,,,,,,,
Solglimt,1/30/1937,-59.500,2.783,1,,974.59,e,NE,4,3,I,5,1,1,0,,,,,,,,
Solglimt,1/31/1937,-59.717,3.200,1.2,,970.59,lg,NNE,5,4,K,4,1,3,0,,,,,,,,
Solglimt,2/1/1937,-59.450,4.750,1,,965.25,lg,E,2,3,K,7,2,0,0,,,,,,,,
Solglimt,2/2/1937,-59.450,5.083,1.5,,974.59,e,WNW,2,3,K,2,23,1,0,,,,,,,,
Solglimt,2/3/1937,-59.183,4.833,0.5,,961.25,li,NE,6,4,K,0,21,0,0,,,,,,,,
Solglimt,2/4/1937,-59.867,4.783,2,,958.59,e,NNW,4,3,K,4,19,1,0,,,,,,,,
Solglimt,2/5/1937,-59.467,5.467,1,,950.59,e,SSE,3,4,K,9,12,0,0,,,,,,,,
Solglimt,2/6/1937,-59.367,5.700,0.8,,955.92,e,NW,1,3,K,3,21,0,0,,,,,,,,
Solglimt,2/7/1937,-59.483,5.700,2,,957.25,e,NNW,1,3,K,1,22,0,0,,,,,,,,
Solglimt,2/8/1937,-59.367,5.767,2,,967.92,d,S,2,3,I,1,16,0,0,,,,,,,,
Solglimt,2/9/1937,-59.117,5.900,1,,973.25,e,SSW,4,3,I,4,15,0,0,,,,,,,,
Solglimt,2/10/1937,-58.917,6.600,0.9,,975.92,lg,SW,6,5,I,4,13,2,0,,,,,,,,
Solglimt,2/11/1937,-58.900,6.950,1,,977.25,lg,SW,5,4,I,0,5,0,0,,,,,,,,
Solglimt,2/12/1937,-59.317,7.383,1,,975.92,d,SW,5,4,I,1,11,2,0,,,,,,,,
Solglimt,2/13/1937,-59.617,7.317,2,,970.59,lg,WSW,4,4,K,1,13,1,0,,,,,,,,
Solglimt,2/14/1937,-59.267,6.283,1.6,,981.25,c,WSW,4,4,K,1,6,1,4,,,,,,,,
Solglimt,2/15/1937,-59.317,4.867,1,,979.92,e,SSW,3,3,K,2,6,0,6,,,,,,,,
Solglimt,2/16/1937,-59.750,4.967,0.9,,985.25,e,W,3,3,K,3,7,0,2,,,,,,,,
Solglimt,2/17/1937,-60.817,2.100,1,,981.25,lg,WSW,4,3,K,5,7,0,0,,,,,,,,
Solglimt,2/18/1937,-61.167,1.083,0.8,,989.25,d,WSW,5,4,K,2,9,0,0,,,,,,,,
Solglimt,2/19/1937,-61.250,1.333,1,,994.59,e,NNW,3,3,A,3,7,1,0,,,,,,,,
Solglimt,2/20/1937,-61.667,0.717,1,,987.92,e,NNE,8,5,A,0,1,0,0,,,,,,,,
Solglimt,2/21/1937,-62.567,0.067,1.5,,979.92,lg,NNE,6,5,K,0,4,0,0,,,,,,,,
Solglimt,2/22/1937,-62.967,0.067,1.5,,981.25,h,NE,5,4,K,1,4,0,0,,,,,,,,
Solglimt,2/23/1937,-64.033,0.133,1.8,,970.59,lg,ENE,7,5,K,0,0,0,0,,,,,,,,
Solglimt,2/24/1937,-67.800,5.183,-1.5,,977.25,d,SE,5,5,K,0,0,0,0,,,,,,,,
Solglimt,2/25/1937,-69.933,10.817,-2,,982.59,lg,SE,4,3,C.K,6,3,0,0,,,,,,,,
Solglimt,2/26/1937,-69.533,10.400,-1.5,,985.25,lg,E,4,3,B,1,6,0,0,,,,,,,,
Solglimt,2/27/1937,-69.617,10.683,-2,,979.92,lg,ESE,7,4,B.K,0,4,0,0,,,,,,,,
Solglimt,2/28/1937,-69.633,11.350,-3.2,,987.92,e,ESE,6,4,B.K,1,5,0,0,,,,,,,,
Solglimt,3/1/1937,-69.367,13.183,-5,,965.25,li,ESE,10,6,B.K,0,0,0,0,,,,,,,,
Solglimt,3/2/1937,-69.517,11.567,-4,,954.59,lg,ESE,10,5,B,0,1,0,0,,,,,,,,
Solglimt,3/3/1937,-69.633,10.417,-2,,969.25,h,ESE,7,5,B,0,1,0,0,,,,,,,,
Solglimt,3/4/1937,-69.367,12.433,-2,,969.25,lg,ESE,7,3,B,0,2,0,0,,,,,,,,
Solglimt,3/5/1937,-68.667,14.633,-0.5,,967.92,lg,ESE,5,4,B.K,0,8,0,0,,,,,,,,
Solglimt,3/6/1937,-67.900,14.033,0,,981.25,lg,E,5,4,A,0,12,0,0,,,,,,,,
Solglimt,3/7/1937,-67.583,13.983,-0.5,,979.92,e,ESE,4,4,K,1,14,0,0,,,,,,,,
Solglimt,11/19/1937,-55.667,33.617,-2.5,,973.25,lh,NW,3,3,K,0,0,0,1,,,,,,,,
Solglimt,11/20/1937,-55.883,34.283,-1,,958.59,e,WSW,6,5,K,0,0,0,3,,,,,,,,
Solglimt,11/21/1937,-57.533,37.450,-2.5,,974.59,e,W,5,5,K.D,0,0,0,5,,,,,,,,
Solglimt,11/22/1937,-57.500,39.933,-1,,990.59,i,NE,4,3,K,0,0,0,7,,,,,,,,
Solglimt,11/23/1937,-57.500,41.567,-1,,969.25,i,NW,4,3,K.C,0,0,0,1,,,,,,,,
Solglimt,11/24/1937,-57.350,43.517,0,,969.25,i,NW,3,3,A,0,0,0,0,,,,,,,,
Solglimt,11/25/1937,-57.833,47.317,-1,,970.59,li,WNW,4,4,B,0,0,0,6,,,,,,,,
Solglimt,11/26/1937,-58.367,51.067,0,,973.25,e,W,4,4,A,0,0,0,16,,,,,,,,
Solglimt,11/27/1937,-58.083,52.850,-3,,979.92,e,WNW,4,4,B,0,0,0,16,,,,,,,,
Solglimt,11/28/1937,-57.600,54.883,-0.5,,990.59,h,NW,4,4,A,0,0,0,4,,,,,,,,
Solglimt,11/29/1937,-57.867,58.100,-0.5,,983.92,li,NW,5,4,K,0,0,0,2,,,,,,,,
Solglimt,11/30/1937,-58.850,62.867,-1,,979.92,lh,WNW,4,3,A,0,0,0,0,,,,,,,,
Solglimt,12/1/1937,-59.367,70.400,-0.5,,993.25,cei,NNW,5,4,B.G.K,0,0,0,1,,,,,,,,
Solglimt,12/2/1937,-58.567,75.167,0,,994.59,ih,NNW,6,5,K,0,0,0,0,,,,,,,,
Solglimt,12/3/1937,-57.317,79.467,-0.5,,1002.58,ih,NW,5,5,B.G.K,0,0,0,0,,,,,,,,
Solglimt,12/4/1937,-57.583,84.267,-0.5,,998.58,ihe,WSW,3,4,I,0,0,0,6,,,,,,,,
Solglimt,12/5/1937,-58.967,87.167,0,,989.25,d,SW,5,3,G.K,0,0,0,0,,,,,,,,
Solglimt,12/6/1937,-59.517,90.050,-1,,998.58,d,WNW,4,3,G.K,0,0,0,6,,,,,,,,
Solglimt,12/7/1937,-59.300,92.533,-1,,985.25,lge,NNW,5,3,G.K,0,0,0,7,,,,,,,,
Solglimt,12/8/1937,-59.550,94.433,-0.5,,977.25,h,WNW,3,3,J,2,0,8,0,,,,,,,,
Solglimt,12/9/1937,-59.800,96.967,0,,970.59,he,SW,2,2,G.K,5,0,0,2,,,,,,,,
Solglimt,12/10/1937,-60.017,98.883,0,,974.59,de,WSW,5,3,G.K,6,0,3,3,,,,,,,,
Solglimt,12/11/1937,-60.283,100.617,-0.5,,991.92,e,W,2,2,E.G.K,8,0,1,5,,,,,,,,
Solglimt,12/12/1937,-59.800,102.667,-0.5,,990.59,e,WSW,4,2,C.K,10,3,0,0,,,,,,,,
Solglimt,12/13/1937,-60.517,103.400,-0.7,,991.92,e,WSW,2,1,G.K,21,0,1,0,,,,,,,,
Solglimt,12/14/1937,-60.167,103.033,0,,973.25,ed,WSW,4,2,G.K,12,3,0,0,,,,,,,,
Solglimt,12/15/1937,-60.133,103.450,-1,,974.59,b,WSW,3,1,G.K,8,5,0,0,,,,,,,,
Solglimt,12/16/1937,-60.067,103.733,1,,973.25,be,NNW,1,1,D.G.K,18,0,0,0,,,,,,,,
Solglimt,12/17/1937,-60.283,103.617,0,,970.59,ce,SE,2,1,C.G.K,12,3,0,0,,,,,,,,
Solglimt,12/18/1937,-60.550,103.567,-1,,955.92,hi,E,5,1,D.I,14,1,0,0,,,,,,,,
Solglimt,12/19/1937,-61.017,104.350,0,,958.59,li,E,3,1,G.K,7,0,0,0,,,,,,,,
Solglimt,12/20/1937,-60.833,104.133,-0.5,,966.59,ei,ENE,4,2,G.K,5,3,0,0,,,,,,,,
Solglimt,12/21/1937,-60.800,104.050,-0.2,,975.92,he,ESE,3,2,G.K,15,1,0,3,,,,,,,,
Solglimt,12/22/1937,-60.933,104.167,1,,982.59,e,SSE,2,2,G.K,10,2,0,0,,,,,,,,
Solglimt,12/23/1937,-60.783,104.367,-0.3,,982.59,e,SSW,3,2,G.K,17,4,0,0,,,,,,,,
Solglimt,12/24/1937,-60.700,104.167,0,,987.92,e,NNE,3,2,G.K,18,1,0,0,,,,,,,,
Solglimt,12/25/1937,-60.917,104.233,1,,985.25,lg,ESE,4,3,G.K,8,1,0,0,,,,,,,,
Solglimt,12/26/1937,-61.150,104.517,0,,977.25,lg,SSE,5,3,G.K,12,1,0,0,,,,,,,,
Solglimt,12/27/1937,-61.400,104.867,-0.5,,994.59,lgi,SSE,3,3,G.K,9,0,0,0,,,,,,,,
Solglimt,12/28/1937,-61.617,105.417,0.5,,986.59,ihb,WSW,3,2,J,11,11,0,0,,,,,,,,
Solglimt,12/29/1937,-61.733,106.750,-0.5,,986.59,ih,SW,4,2,G.K,15,4,2,0,,,,,,,,
Solglimt,12/30/1937,-62.183,106.883,0,,985.25,lge,WNW,4,2,G.K,8,3,0,0,,,,,,,,
Solglimt,12/31/1937,-62.233,106.717,0,,985.25,d,WSW,3,2,G.K,11,9,0,0,,,,,,,,
Solglimt,1/1/1938,-62.233,106.900,1,,991.92,dli,NE,5,3,G.K,17,2,1,0,,,,,,,,
Solglimt,1/2/1938,-62.400,106.433,0,,969.25,li,SSE,3,3,C.G.K,5,0,0,2,,,,,,,,
Solglimt,1/3/1938,-62.467,106.617,-1,,977.25,d,SW,4,2,I,9,3,0,0,,,,,,,,
Solglimt,1/4/1938,-62.250,106.650,-1.5,,981.25,e,WSW,4,2,C.G.K,17,4,0,0,,,,,,,,
Solglimt,1/5/1938,-62.550,107.600,-1,,986.59,e,WSW,4,2,E.J,8,10,0,0,,,,,,,,
Solglimt,1/6/1938,-62.117,108.317,-1,,990.59,eli,NE,5,3,C.G.K,9,8,0,0,,,,,,,,
Solglimt,1/7/1938,-62.300,107.633,0,,957.25,lih,ENE,7,5,B.G.K,3,0,0,0,,,,,,,,
Solglimt,1/8/1938,-62.417,106.733,-0.2,,958.59,li,E,3,3,E.G.K,1,0,0,0,,,,,,,,
Solglimt,1/9/1938,-62.533,106.900,0,,965.25,ih,SSE,4,3,C.K,4,1,0,0,,,,,,,,
Solglimt,1/10/1938,-62.417,106.050,0.5,,973.25,he,SE,5,4,G.K,3,2,0,3,,,,,,,,
Solglimt,1/11/1938,-62.000,106.617,-1,,978.59,le,SSE,4,3,G.K,4,0,0,3,,,,,,,,
Solglimt,1/12/1938,-61.717,106.367,0,,979.92,lge,S,4,3,G.K,9,6,0,0,,,,,,,,
Solglimt,1/13/1938,-60.850,104.800,-0.5,,982.59,lge,WSW,4,3,G.K,8,1,6,3,,,,,,,,
Solglimt,1/14/1938,-60.583,104.933,1,,978.59,lge,ESE,5,3,I,9,1,3,0,,,,,,,,
Solglimt,1/15/1938,-60.883,104.783,0.5,,978.59,hdlg,S,5,4,I,4,1,0,0,,,,,,,,
Solglimt,1/16/1938,-60.567,103.033,0.2,,995.92,elg,SSW,5,4,I,7,0,0,0,,,,,,,,
Solglimt,1/17/1938,-60.850,101.983,0.5,,979.92,elg,SSW,6,4,I,0,0,4,0,,,,,,,,
Solglimt,1/18/1938,-61.900,106.433,0.2,,970.59,lgd,S,5,4,I,3,0,1,1,,,,,,,,
Solglimt,1/19/1938,-62.567,107.150,-0.5,,983.92,de,SW,5,3,K,11,1,0,0,,,,,,,,
Solglimt,1/20/1938,-62.700,107.400,0.6,,978.59,lgi,NE,2,2,K,5,6,0,1,,,,,,,,
Solglimt,1/21/1938,-62.967,108.633,2,,959.92,lih,ENE,4,3,K,1,7,0,0,,,,,,,,
Solglimt,1/22/1938,-62.783,108.200,1,,965.25,lgh,N,5,5,K,9,1,0,0,,,,,,,,
Solglimt,1/23/1938,-63.283,108.967,0.5,,985.25,lid,N,4,3,K,9,8,0,0,,,,,,,,
Solglimt,1/24/1938,-63.450,108.950,0.5,,974.59,lie,ENE,6,5,K,6,9,0,0,,,,,,,,
Solglimt,1/25/1938,-63.517,108.783,0.3,,965.25,he,NE,3,3,K,5,11,0,0,,,,,,,,
Solglimt,1/26/1938,-63.200,109.450,1.5,,978.59,hd,NW,1,2,K,6,6,0,0,,,,,,,,
Solglimt,1/27/1938,-63.117,109.767,0.5,,977.25,li,E,8,6,K,16,3,0,0,,,,,,,,
Solglimt,1/28/1938,-63.450,108.950,0,,955.92,ed,ESE,6,5,K,1,0,0,0,,,,,,,,
Solglimt,1/29/1938,-64.717,108.683,-2,,963.92,be,ESE,4,3,K.C,4,7,0,0,,,,,,,,
Solglimt,1/30/1938,-64.817,108.117,-0.5,,971.92,eca,SSE,4,3,K,0,7,0,0,,,,,,,,
Solglimt,1/31/1938,-64.750,107.533,3,,967.92,ace,E,2,2,K,0,9,0,0,,,,,,,,
Solglimt,2/1/1938,-64.817,107.367,-0.5,,974.59,ed,SSW,2,2,K,6,20,0,0,,,,,,,,
Solglimt,2/2/1938,-64.717,107.550,0,,983.92,eb,WSW,2,2,K,6,19,0,0,,,,,,,,
Solglimt,2/3/1938,-64.900,107.100,-1.3,,977.25,li,NE,10,6,K,3,14,0,0,,,,,,,,
Solglimt,2/4/1938,-64.767,105.717,-1.5,,967.92,he,SE,7,5,D.I,2,0,0,0,,,,,,,,
Solglimt,2/5/1938,-63.467,107.567,-1.2,,971.92,e,SSE,3,4,I,9,2,0,0,,,,,,,,
Solglimt,2/6/1938,-62.633,108.567,-1,,969.25,ed,NW,2,3,I,15,1,0,0,,,,,,,,
Solglimt,2/7/1938,-62.350,108.933,-1.1,,979.92,ed,WSW,2,2,I,14,0,0,0,,,,,,,,
Solglimt,2/8/1938,-61.767,108.317,-1.5,,987.92,ed,WSW,4,3,I,7,2,7,0,,,,,,,,
Solglimt,2/9/1938,-61.383,107.800,-2,,983.92,d,WSW,7,5,I,1,0,0,0,,,,,,,,
Solglimt,2/10/1938,-61.167,108.117,1,,997.25,hi,SW,4,4,I,7,1,5,0,,,,,,,,
Solglimt,2/11/1938,-61.500,108.000,2.5,,999.92,hi,N,3,2,I,3,0,2,0,,,,,,,,
Solglimt,2/12/1938,-62.883,108.967,1,,991.92,e,WNW,3,2,J,13,2,0,0,,,,,,,,
Solglimt,2/13/1938,-63.217,109.450,0.2,,989.25,hi,NE,5,4,K,3,1,0,0,,,,,,,,
Solglimt,2/14/1938,-62.683,110.550,1,,978.59,hij,ENE,5,3,K,0,4,1,1,,,,,,,,
Solglimt,2/15/1938,-62.800,113.567,2,,989.25,ki,E,5,4,K,3,5,0,0,,,,,,,,
Solglimt,2/16/1938,-62.917,116.683,2,,985.25,ihe,ESE,5,3,K,6,3,0,0,,,,,,,,
Solglimt,2/17/1938,-63.450,118.133,0.8,,982.59,ab,S,3,3,I,15,6,4,0,,,,,,,,
Solglimt,2/18/1938,-63.367,118.167,-0.5,,982.59,ed,WSW,6,5,K,8,1,2,0,,,,,,,,
Solglimt,2/19/1938,-63.467,119.867,-1.5,,985.25,deh,WSW,5,3,K,7,0,6,0,,,,,,,,
Solglimt,2/20/1938,-64.667,119.967,0.8,,979.92,ed,NW,5,5,K,0,17,0,0,,,,,,,,
Solglimt,2/21/1938,-65.117,119.850,-3.5,,994.59,ed,WNW,4,3,K,1,21,0,0,,,,,,,,
Solglimt,2/22/1938,-65.133,120.567,-6,,999.92,ace,WSW,3,3,C.G.K,4,26,0,0,,,,,,,,
Solglimt,2/23/1938,-65.200,120.933,-4,,1005.25,de,WSW,3,2,C.G.K,1,17,0,0,,,,,,,,
Solglimt,2/24/1938,-65.033,120.733,-9,,993.25,db,S,3,2,C.G.K,2,20,0,0,,,,,,,,
Solglimt,2/25/1938,-64.900,120.650,-5,,995.92,ab,S,3,2,C.G.K,2,24,0,0,,,,,,,,
Solglimt,2/26/1938,-64.867,120.450,-4,,998.58,abe,SSE,2,1,B.G.K,1,15,0,0,,,,,,,,
Solglimt,2/27/1938,-64.517,119.800,-3,,998.58,de,SE,3,2,K,10,15,0,0,,,,,,,,
Solglimt,2/28/1938,-64.250,119.517,-4,,994.59,lge,S,2,2,K,2,23,0,0,,,,,,,,
Solglimt,3/1/1938,-64.117,119.383,-4.5,,993.25,ec,SW,3,3,K,0,16,0,0,,,,,,,,
Solglimt,3/2/1938,-63.950,118.850,-3.5,,997.25,cde,WSW,2,3,K,1,21,0,0,,,,,,,,
Solglimt,3/3/1938,-64.083,119.033,-1,,994.59,lge,WNW,3,3,K,6,20,1,0,,,,,,,,
Solglimt,3/4/1938,-64.017,119.733,-4.5,,998.58,dbc,SW,2,2,K,1,13,0,0,,,,,,,,
Solglimt,3/5/1938,-63.900,119.467,-2.2,,993.25,eli,SE,6,4,K,4,7,0,0,,,,,,,,
Solglimt,3/6/1938,-63.950,119.100,-2,,975.92,lih,SE,9,6,K,0,0,0,0,,,,,,,,
Solglimt,3/7/1938,-63.617,119.883,0,,982.59,eh,E,8,5,K,0,0,0,0,,,,,,,,
Solglimt,3/8/1938,-64.167,119.533,0,,993.25,eh,ENE,5,5,K,1,1,0,0,,,,,,,,
Solglimt,3/9/1938,-65.333,118.633,-4,,997.25,elg,ESE,5,4,C.G.K,2,3,0,0,,,,,,,,
Solglimt,3/10/1938,-64.800,116.500,-6,,995.92,elg,SE,5,4,K,0,2,0,0,,,,,,,,
Solglimt,3/11/1938,-63.700,112.733,0.5,,998.58,delg,NNE,7,6,K,2,10,0,0,,,,,,,,
Solglimt,3/12/1938,-63.767,109.517,1,,974.59,lgd,NW,8,5,K,0,0,0,0,,,,,,,,
Solglimt,3/13/1938,-63.783,101.083,0,,971.92,lge,NE,4,4,K,6,6,0,0,,,,,,,,
Solglimt,3/14/1938,-63.783,100.600,-1,,994.59,eh,SE,5,4,I,2,7,0,0,,,,,,,,
Solglimt,3/15/1938,-63.983,100.433,-3,,1011.92,ed,SSE,2,2,K,10,3,0,0,,,,,,,,
Solglimt,3/16/1938,-63.933,98.433,-2,,1013.25,elg,NW,3,2,K,4,0,0,0,,,,,,,,
Ole Wegger,11/23/1935,-59.267,45.250,-1,,994.59,a,NW,1,3,,0,0,0,11,,,,,,,,
Ole Wegger,11/24/1935,-59.133,47.950,-1,,993.25,a,NW,1,3,B,0,0,0,0,,,,,,,,
Ole Wegger,11/28/1935,-58.050,71.833,0,,999.92,,NW,2,,B,0,0,0,9,,,,,,,,
Ole Wegger,11/29/1935,-58.417,74.383,0,,991.92,,NW,3,,B,0,0,0,3,,,,,,,,
Ole Wegger,11/30/1935,-57.533,76.383,0,,991.92,i,N,,,B,0,0,0,0,,,,,,,,
Ole Wegger,12/1/1935,-58.250,77.683,1,,989.25,,,,,B.K,3,0,0,0,,,,,,,,
Ole Wegger,12/2/1935,-58.767,78.867,0,,987.92,,,,,B,5,0,0,18,,,,,,,,
Ole Wegger,12/3/1935,-58.700,78.833,6,,994.59,,,,,B,5,1,1,9,,,,,,,,
Ole Wegger,12/4/1935,-58.500,79.167,2,,999.92,,,,,I.A,3,0,0,0,,,,,,,,
Ole Wegger,12/5/1935,-57.950,82.200,0,,1007.92,,,,,J.A,10,0,0,0,,,,,,,,
Ole Wegger,12/6/1935,-58.017,82.733,0,,1007.92,,,,,I.A,16,0,0,0,,,,,,,,
Ole Wegger,12/7/1935,-58.183,83.133,0,,997.25,,NW,,5,I.A,5,0,0,0,,,,,,,,
